Kod;Nazwa;Wskaźniki;Rok;Wartosc;Jednostka miary;Atrybut
0201022;Bolesławiec (2);przeciętna liczba osób na 1 izbę;2022;0,63;-; 
0201032;Gromadka (2);przeciętna powierzchnia użytkowa 1 mieszkania;2015;89,9;m2; 
0201032;Gromadka (2);przeciętna powierzchnia użytkowa 1 mieszkania;2022;90,3;m2; 
0201032;Gromadka (2);przeciętna powierzchnia użytkowa mieszkania na 1 osobę;2015;28,2;m2; 
0201032;Gromadka (2);przeciętna powierzchnia użytkowa mieszkania na 1 osobę;2022;32,3;m2; 
0201032;Gromadka (2);mieszkania na 1000 mieszkańców;2015;313,9;-; 
0201032;Gromadka (2);mieszkania na 1000 mieszkańców;2022;357,6;-; 
0201032;Gromadka (2);przeciętna liczba izb w 1 mieszkaniu;2015;4,68;-; 
0201032;Gromadka (2);przeciętna liczba izb w 1 mieszkaniu;2022;4,54;-; 
0201032;Gromadka (2);przeciętna liczba osób na 1 mieszkanie;2015;3,19;-; 
0201032;Gromadka (2);przeciętna liczba osób na 1 mieszkanie;2022;2,8;-; 
0201032;Gromadka (2);przeciętna liczba osób na 1 izbę;2015;0,68;-; 
0201032;Gromadka (2);przeciętna liczba osób na 1 izbę;2022;0,62;-; 
0201043;Nowogrodziec (3);przeciętna powierzchnia użytkowa 1 mieszkania;2015;89,5;m2; 
0201043;Nowogrodziec (3);przeciętna powierzchnia użytkowa 1 mieszkania;2022;92,8;m2; 
0201043;Nowogrodziec (3);przeciętna powierzchnia użytkowa mieszkania na 1 osobę;2015;24,6;m2; 
0201043;Nowogrodziec (3);przeciętna powierzchnia użytkowa mieszkania na 1 osobę;2022;29,1;m2; 
0201043;Nowogrodziec (3);mieszkania na 1000 mieszkańców;2015;274,5;-; 
0201043;Nowogrodziec (3);mieszkania na 1000 mieszkańców;2022;313,3;-; 
0201043;Nowogrodziec (3);przeciętna liczba izb w 1 mieszkaniu;2015;4,82;-; 
0201043;Nowogrodziec (3);przeciętna liczba izb w 1 mieszkaniu;2022;4,75;-; 
0201043;Nowogrodziec (3);przeciętna liczba osób na 1 mieszkanie;2015;3,64;-; 
0201043;Nowogrodziec (3);przeciętna liczba osób na 1 mieszkanie;2022;3,19;-; 
0201043;Nowogrodziec (3);przeciętna liczba osób na 1 izbę;2015;0,76;-; 
0201043;Nowogrodziec (3);przeciętna liczba osób na 1 izbę;2022;0,67;-; 
0201044;Nowogrodziec - miasto (4);przeciętna powierzchnia użytkowa 1 mieszkania;2015;80,2;m2; 
0201044;Nowogrodziec - miasto (4);przeciętna powierzchnia użytkowa 1 mieszkania;2022;83,2;m2; 
0201044;Nowogrodziec - miasto (4);przeciętna powierzchnia użytkowa mieszkania na 1 osobę;2015;25,4;m2; 
0201044;Nowogrodziec - miasto (4);przeciętna powierzchnia użytkowa mieszkania na 1 osobę;2022;30,1;m2; 
0201044;Nowogrodziec - miasto (4);mieszkania na 1000 mieszkańców;2015;317,2;-; 
0201044;Nowogrodziec - miasto (4);mieszkania na 1000 mieszkańców;2022;362,0;-; 
0201044;Nowogrodziec - miasto (4);przeciętna liczba izb w 1 mieszkaniu;2015;4,17;-; 
0201044;Nowogrodziec - miasto (4);przeciętna liczba izb w 1 mieszkaniu;2022;4,23;-; 
0201044;Nowogrodziec - miasto (4);przeciętna liczba osób na 1 mieszkanie;2015;3,15;-; 
0201044;Nowogrodziec - miasto (4);przeciętna liczba osób na 1 mieszkanie;2022;2,76;-; 
0201044;Nowogrodziec - miasto (4);przeciętna liczba osób na 1 izbę;2015;0,76;-; 
0201044;Nowogrodziec - miasto (4);przeciętna liczba osób na 1 izbę;2022;0,65;-; 
0201045;Nowogrodziec - obszar wiejski (5);przeciętna powierzchnia użytkowa 1 mieszkania;2015;93,9;m2; 
0201045;Nowogrodziec - obszar wiejski (5);przeciętna powierzchnia użytkowa 1 mieszkania;2022;97,5;m2; 
0201045;Nowogrodziec - obszar wiejski (5);przeciętna powierzchnia użytkowa mieszkania na 1 osobę;2015;24,2;m2; 
0201045;Nowogrodziec - obszar wiejski (5);przeciętna powierzchnia użytkowa mieszkania na 1 osobę;2022;28,7;m2; 
0201045;Nowogrodziec - obszar wiejski (5);mieszkania na 1000 mieszkańców;2015;258,0;-; 
0201045;Nowogrodziec - obszar wiejski (5);mieszkania na 1000 mieszkańców;2022;294,3;-; 
0201045;Nowogrodziec - obszar wiejski (5);przeciętna liczba izb w 1 mieszkaniu;2015;5,12;-; 
0201045;Nowogrodziec - obszar wiejski (5);przeciętna liczba izb w 1 mieszkaniu;2022;5,0;-; 
0201045;Nowogrodziec - obszar wiejski (5);przeciętna liczba osób na 1 mieszkanie;2015;3,88;-; 
0201045;Nowogrodziec - obszar wiejski (5);przeciętna liczba osób na 1 mieszkanie;2022;3,4;-; 
0201045;Nowogrodziec - obszar wiejski (5);przeciętna liczba osób na 1 izbę;2015;0,76;-; 
0201045;Nowogrodziec - obszar wiejski (5);przeciętna liczba osób na 1 izbę;2022;0,68;-; 
0201052;Osiecznica (2);przeciętna powierzchnia użytkowa 1 mieszkania;2015;76,5;m2; 
0201052;Osiecznica (2);przeciętna powierzchnia użytkowa 1 mieszkania;2022;78,1;m2; 
0201052;Osiecznica (2);przeciętna powierzchnia użytkowa mieszkania na 1 osobę;2015;28,4;m2; 
0201052;Osiecznica (2);przeciętna powierzchnia użytkowa mieszkania na 1 osobę;2022;31,4;m2; 
0201052;Osiecznica (2);mieszkania na 1000 mieszkańców;2015;371,4;-; 
0201052;Osiecznica (2);mieszkania na 1000 mieszkańców;2022;402,2;-; 
0201052;Osiecznica (2);przeciętna liczba izb w 1 mieszkaniu;2015;4,12;-; 
0201052;Osiecznica (2);przeciętna liczba izb w 1 mieszkaniu;2022;4,06;-; 
0201052;Osiecznica (2);przeciętna liczba osób na 1 mieszkanie;2015;2,69;-; 
0201052;Osiecznica (2);przeciętna liczba osób na 1 mieszkanie;2022;2,49;-; 
0201052;Osiecznica (2);przeciętna liczba osób na 1 izbę;2015;0,65;-; 
0201052;Osiecznica (2);przeciętna liczba osób na 1 izbę;2022;0,61;-; 
0201062;Warta Bolesławiecka (2);przeciętna powierzchnia użytkowa 1 mieszkania;2015;83,8;m2; 
0201062;Warta Bolesławiecka (2);przeciętna powierzchnia użytkowa 1 mieszkania;2022;82,3;m2; 
0201062;Warta Bolesławiecka (2);przeciętna powierzchnia użytkowa mieszkania na 1 osobę;2015;27,1;m2; 
0201062;Warta Bolesławiecka (2);przeciętna powierzchnia użytkowa mieszkania na 1 osobę;2022;35,1;m2; 
0201062;Warta Bolesławiecka (2);mieszkania na 1000 mieszkańców;2015;323,2;-; 
0201062;Warta Bolesławiecka (2);mieszkania na 1000 mieszkańców;2022;426,1;-; 
0201062;Warta Bolesławiecka (2);przeciętna liczba izb w 1 mieszkaniu;2015;4,23;-; 
0201062;Warta Bolesławiecka (2);przeciętna liczba izb w 1 mieszkaniu;2022;4,08;-; 
0201062;Warta Bolesławiecka (2);przeciętna liczba osób na 1 mieszkanie;2015;3,09;-; 
0201062;Warta Bolesławiecka (2);przeciętna liczba osób na 1 mieszkanie;2022;2,35;-; 
0201062;Warta Bolesławiecka (2);przeciętna liczba osób na 1 izbę;2015;0,73;-; 
0201062;Warta Bolesławiecka (2);przeciętna liczba osób na 1 izbę;2022;0,58;-; 
0202011;Bielawa (1);przeciętna powierzchnia użytkowa 1 mieszkania;2015;56,2;m2; 
0202011;Bielawa (1);przeciętna powierzchnia użytkowa 1 mieszkania;2022;58,2;m2; 
0202011;Bielawa (1);przeciętna powierzchnia użytkowa mieszkania na 1 osobę;2015;22,5;m2; 
0202011;Bielawa (1);przeciętna powierzchnia użytkowa mieszkania na 1 osobę;2022;26,2;m2; 
0202011;Bielawa (1);mieszkania na 1000 mieszkańców;2015;400,2;-; 
0202011;Bielawa (1);mieszkania na 1000 mieszkańców;2022;449,9;-; 
0202011;Bielawa (1);przeciętna liczba izb w 1 mieszkaniu;2015;3,3;-; 
0202011;Bielawa (1);przeciętna liczba izb w 1 mieszkaniu;2022;3,36;-; 
0202011;Bielawa (1);przeciętna liczba osób na 1 mieszkanie;2015;2,5;-; 
0202011;Bielawa (1);przeciętna liczba osób na 1 mieszkanie;2022;2,22;-; 
0202011;Bielawa (1);przeciętna liczba osób na 1 izbę;2015;0,76;-; 
0202011;Bielawa (1);przeciętna liczba osób na 1 izbę;2022;0,66;-; 
0202021;Dzierżoniów (1);przeciętna powierzchnia użytkowa 1 mieszkania;2015;58,0;m2; 
0202021;Dzierżoniów (1);przeciętna powierzchnia użytkowa 1 mieszkania;2022;59,1;m2; 
0202021;Dzierżoniów (1);przeciętna powierzchnia użytkowa mieszkania na 1 osobę;2015;24,1;m2; 
0202021;Dzierżoniów (1);przeciętna powierzchnia użytkowa mieszkania na 1 osobę;2022;27,6;m2; 
0202021;Dzierżoniów (1);mieszkania na 1000 mieszkańców;2015;415,1;-; 
0202021;Dzierżoniów (1);mieszkania na 1000 mieszkańców;2022;467,4;-; 
0202021;Dzierżoniów (1);przeciętna liczba izb w 1 mieszkaniu;2015;3,31;-; 
0202021;Dzierżoniów (1);przeciętna liczba izb w 1 mieszkaniu;2022;3,34;-; 
0202021;Dzierżoniów (1);przeciętna liczba osób na 1 mieszkanie;2015;2,41;-; 
0202021;Dzierżoniów (1);przeciętna liczba osób na 1 mieszkanie;2022;2,14;-; 
0202021;Dzierżoniów (1);przeciętna liczba osób na 1 izbę;2015;0,73;-; 
0202021;Dzierżoniów (1);przeciętna liczba osób na 1 izbę;2022;0,64;-; 
0202031;Pieszyce (1);przeciętna powierzchnia użytkowa 1 mieszkania;2015;67,1;m2; 
0202031;Pieszyce (1);przeciętna powierzchnia użytkowa 1 mieszkania;2022;-;m2; 
0202031;Pieszyce (1);przeciętna powierzchnia użytkowa mieszkania na 1 osobę;2015;24,2;m2; 
0202031;Pieszyce (1);przeciętna powierzchnia użytkowa mieszkania na 1 osobę;2022;-;m2; 
0202031;Pieszyce (1);mieszkania na 1000 mieszkańców;2015;360,8;-; 
0202031;Pieszyce (1);mieszkania na 1000 mieszkańców;2022;-;-; 
0202031;Pieszyce (1);przeciętna liczba izb w 1 mieszkaniu;2015;3,52;-; 
0202031;Pieszyce (1);przeciętna liczba izb w 1 mieszkaniu;2022;-;-; 
0202031;Pieszyce (1);przeciętna liczba osób na 1 mieszkanie;2015;2,77;-; 
0202031;Pieszyce (1);przeciętna liczba osób na 1 mieszkanie;2022;-;-; 
0202031;Pieszyce (1);przeciętna liczba osób na 1 izbę;2015;0,79;-; 
0202031;Pieszyce (1);przeciętna liczba osób na 1 izbę;2022;-;-; 
0202033;Pieszyce (3);przeciętna powierzchnia użytkowa 1 mieszkania;2015;-;m2; 
0202033;Pieszyce (3);przeciętna powierzchnia użytkowa 1 mieszkania;2022;72,5;m2; 
0202033;Pieszyce (3);przeciętna powierzchnia użytkowa mieszkania na 1 osobę;2015;-;m2; 
0202033;Pieszyce (3);przeciętna powierzchnia użytkowa mieszkania na 1 osobę;2022;27,8;m2; 
0202033;Pieszyce (3);mieszkania na 1000 mieszkańców;2015;-;-; 
0202033;Pieszyce (3);mieszkania na 1000 mieszkańców;2022;384,2;-; 
0202033;Pieszyce (3);przeciętna liczba izb w 1 mieszkaniu;2015;-;-; 
0202033;Pieszyce (3);przeciętna liczba izb w 1 mieszkaniu;2022;3,72;-; 
0202033;Pieszyce (3);przeciętna liczba osób na 1 mieszkanie;2015;-;-; 
0202033;Pieszyce (3);przeciętna liczba osób na 1 mieszkanie;2022;2,6;-; 
0202033;Pieszyce (3);przeciętna liczba osób na 1 izbę;2015;-;-; 
0202033;Pieszyce (3);przeciętna liczba osób na 1 izbę;2022;0,7;-; 
0202034;Pieszyce - miasto (4);przeciętna powierzchnia użytkowa 1 mieszkania;2015;-;m2; 
0202034;Pieszyce - miasto (4);przeciętna powierzchnia użytkowa 1 mieszkania;2022;67,5;m2; 
0202034;Pieszyce - miasto (4);przeciętna powierzchnia użytkowa mieszkania na 1 osobę;2015;-;m2; 
0202034;Pieszyce - miasto (4);przeciętna powierzchnia użytkowa mieszkania na 1 osobę;2022;27,3;m2; 
0202034;Pieszyce - miasto (4);mieszkania na 1000 mieszkańców;2015;-;-; 
0202034;Pieszyce - miasto (4);mieszkania na 1000 mieszkańców;2022;404,4;-; 
0202034;Pieszyce - miasto (4);przeciętna liczba izb w 1 mieszkaniu;2015;-;-; 
0202034;Pieszyce - miasto (4);przeciętna liczba izb w 1 mieszkaniu;2022;3,56;-; 
0202034;Pieszyce - miasto (4);przeciętna liczba osób na 1 mieszkanie;2015;-;-; 
0202034;Pieszyce - miasto (4);przeciętna liczba osób na 1 mieszkanie;2022;2,47;-; 
0202034;Pieszyce - miasto (4);przeciętna liczba osób na 1 izbę;2015;-;-; 
0202034;Pieszyce - miasto (4);przeciętna liczba osób na 1 izbę;2022;0,69;-; 
0202035;Pieszyce - obszar wiejski (5);przeciętna powierzchnia użytkowa 1 mieszkania;2015;-;m2; 
0202035;Pieszyce - obszar wiejski (5);przeciętna powierzchnia użytkowa 1 mieszkania;2022;92,4;m2; 
0202035;Pieszyce - obszar wiejski (5);przeciętna powierzchnia użytkowa mieszkania na 1 osobę;2015;-;m2; 
0202035;Pieszyce - obszar wiejski (5);przeciętna powierzchnia użytkowa mieszkania na 1 osobę;2022;29,6;m2; 
0202035;Pieszyce - obszar wiejski (5);mieszkania na 1000 mieszkańców;2015;-;-; 
0202035;Pieszyce - obszar wiejski (5);mieszkania na 1000 mieszkańców;2022;320,2;-; 
0202035;Pieszyce - obszar wiejski (5);przeciętna liczba izb w 1 mieszkaniu;2015;-;-; 
0202035;Pieszyce - obszar wiejski (5);przeciętna liczba izb w 1 mieszkaniu;2022;4,35;-; 
0202035;Pieszyce - obszar wiejski (5);przeciętna liczba osób na 1 mieszkanie;2015;-;-; 
0202035;Pieszyce - obszar wiejski (5);przeciętna liczba osób na 1 mieszkanie;2022;3,12;-; 
0202035;Pieszyce - obszar wiejski (5);przeciętna liczba osób na 1 izbę;2015;-;-; 
0202035;Pieszyce - obszar wiejski (5);przeciętna liczba osób na 1 izbę;2022;0,72;-; 
0202041;Piława Górna (1);przeciętna powierzchnia użytkowa 1 mieszkania;2015;63,0;m2; 
0202041;Piława Górna (1);przeciętna powierzchnia użytkowa 1 mieszkania;2022;64,2;m2; 
0202041;Piława Górna (1);przeciętna powierzchnia użytkowa mieszkania na 1 osobę;2015;23,0;m2; 
0202041;Piława Górna (1);przeciętna powierzchnia użytkowa mieszkania na 1 osobę;2022;25,6;m2; 
0202041;Piława Górna (1);mieszkania na 1000 mieszkańców;2015;365,3;-; 
0202041;Piława Górna (1);mieszkania na 1000 mieszkańców;2022;398,6;-; 
0202041;Piława Górna (1);przeciętna liczba izb w 1 mieszkaniu;2015;3,43;-; 
0202041;Piława Górna (1);przeciętna liczba izb w 1 mieszkaniu;2022;3,54;-; 
0202041;Piława Górna (1);przeciętna liczba osób na 1 mieszkanie;2015;2,74;-; 
0202041;Piława Górna (1);przeciętna liczba osób na 1 mieszkanie;2022;2,51;-; 
0202041;Piława Górna (1);przeciętna liczba osób na 1 izbę;2015;0,8;-; 
0202041;Piława Górna (1);przeciętna liczba osób na 1 izbę;2022;0,71;-; 
0202052;Dzierżoniów (2);przeciętna powierzchnia użytkowa 1 mieszkania;2015;90,2;m2; 
0202052;Dzierżoniów (2);przeciętna powierzchnia użytkowa 1 mieszkania;2022;93,4;m2; 
0202052;Dzierżoniów (2);przeciętna powierzchnia użytkowa mieszkania na 1 osobę;2015;29,7;m2; 
0202052;Dzierżoniów (2);przeciętna powierzchnia użytkowa mieszkania na 1 osobę;2022;33,9;m2; 
0202052;Dzierżoniów (2);mieszkania na 1000 mieszkańców;2015;329,4;-; 
0202052;Dzierżoniów (2);mieszkania na 1000 mieszkańców;2022;362,7;-; 
0202052;Dzierżoniów (2);przeciętna liczba izb w 1 mieszkaniu;2015;4,3;-; 
0202052;Dzierżoniów (2);przeciętna liczba izb w 1 mieszkaniu;2022;4,39;-; 
0202052;Dzierżoniów (2);przeciętna liczba osób na 1 mieszkanie;2015;3,04;-; 
0202052;Dzierżoniów (2);przeciętna liczba osób na 1 mieszkanie;2022;2,76;-; 
0202052;Dzierżoniów (2);przeciętna liczba osób na 1 izbę;2015;0,71;-; 
0202052;Dzierżoniów (2);przeciętna liczba osób na 1 izbę;2022;0,63;-; 
0202062;Łagiewniki (2);przeciętna powierzchnia użytkowa 1 mieszkania;2015;88,7;m2; 
0202062;Łagiewniki (2);przeciętna powierzchnia użytkowa 1 mieszkania;2022;93,5;m2; 
0202062;Łagiewniki (2);przeciętna powierzchnia użytkowa mieszkania na 1 osobę;2015;25,6;m2; 
0202062;Łagiewniki (2);przeciętna powierzchnia użytkowa mieszkania na 1 osobę;2022;31,1;m2; 
0202062;Łagiewniki (2);mieszkania na 1000 mieszkańców;2015;288,7;-; 
0202062;Łagiewniki (2);mieszkania na 1000 mieszkańców;2022;332,7;-; 
0202062;Łagiewniki (2);przeciętna liczba izb w 1 mieszkaniu;2015;4,39;-; 
0202062;Łagiewniki (2);przeciętna liczba izb w 1 mieszkaniu;2022;4,51;-; 
0202062;Łagiewniki (2);przeciętna liczba osób na 1 mieszkanie;2015;3,46;-; 
0202062;Łagiewniki (2);przeciętna liczba osób na 1 mieszkanie;2022;3,01;-; 
0202062;Łagiewniki (2);przeciętna liczba osób na 1 izbę;2015;0,79;-; 
0202062;Łagiewniki (2);przeciętna liczba osób na 1 izbę;2022;0,67;-; 
0202073;Niemcza (3);przeciętna powierzchnia użytkowa 1 mieszkania;2015;71,1;m2; 
0202073;Niemcza (3);przeciętna powierzchnia użytkowa 1 mieszkania;2022;71,9;m2; 
0202073;Niemcza (3);przeciętna powierzchnia użytkowa mieszkania na 1 osobę;2015;25,2;m2; 
0202073;Niemcza (3);przeciętna powierzchnia użytkowa mieszkania na 1 osobę;2022;28,8;m2; 
0202073;Niemcza (3);mieszkania na 1000 mieszkańców;2015;355,2;-; 
0202073;Niemcza (3);mieszkania na 1000 mieszkańców;2022;401,2;-; 
0202073;Niemcza (3);przeciętna liczba izb w 1 mieszkaniu;2015;3,67;-; 
0202073;Niemcza (3);przeciętna liczba izb w 1 mieszkaniu;2022;3,67;-; 
0202073;Niemcza (3);przeciętna liczba osób na 1 mieszkanie;2015;2,82;-; 
0202073;Niemcza (3);przeciętna liczba osób na 1 mieszkanie;2022;2,49;-; 
0202073;Niemcza (3);przeciętna liczba osób na 1 izbę;2015;0,77;-; 
0202073;Niemcza (3);przeciętna liczba osób na 1 izbę;2022;0,68;-; 
0202074;Niemcza - miasto (4);przeciętna powierzchnia użytkowa 1 mieszkania;2015;64,7;m2; 
0202074;Niemcza - miasto (4);przeciętna powierzchnia użytkowa 1 mieszkania;2022;65,8;m2; 
0202074;Niemcza - miasto (4);przeciętna powierzchnia użytkowa mieszkania na 1 osobę;2015;23,5;m2; 
0202074;Niemcza - miasto (4);przeciętna powierzchnia użytkowa mieszkania na 1 osobę;2022;27,4;m2; 
0202074;Niemcza - miasto (4);mieszkania na 1000 mieszkańców;2015;363,8;-; 
0202074;Niemcza - miasto (4);mieszkania na 1000 mieszkańców;2022;416,1;-; 
0202074;Niemcza - miasto (4);przeciętna liczba izb w 1 mieszkaniu;2015;3,36;-; 
0202074;Niemcza - miasto (4);przeciętna liczba izb w 1 mieszkaniu;2022;3,41;-; 
0202074;Niemcza - miasto (4);przeciętna liczba osób na 1 mieszkanie;2015;2,75;-; 
0202074;Niemcza - miasto (4);przeciętna liczba osób na 1 mieszkanie;2022;2,4;-; 
0202074;Niemcza - miasto (4);przeciętna liczba osób na 1 izbę;2015;0,82;-; 
0202074;Niemcza - miasto (4);przeciętna liczba osób na 1 izbę;2022;0,7;-; 
0202075;Niemcza - obszar wiejski (5);przeciętna powierzchnia użytkowa 1 mieszkania;2015;78,9;m2; 
0202075;Niemcza - obszar wiejski (5);przeciętna powierzchnia użytkowa 1 mieszkania;2022;79,4;m2; 
0202075;Niemcza - obszar wiejski (5);przeciętna powierzchnia użytkowa mieszkania na 1 osobę;2015;27,2;m2; 
0202075;Niemcza - obszar wiejski (5);przeciętna powierzchnia użytkowa mieszkania na 1 osobę;2022;30,5;m2; 
0202075;Niemcza - obszar wiejski (5);mieszkania na 1000 mieszkańców;2015;345,1;-; 
0202075;Niemcza - obszar wiejski (5);mieszkania na 1000 mieszkańców;2022;384,4;-; 
0202075;Niemcza - obszar wiejski (5);przeciętna liczba izb w 1 mieszkaniu;2015;4,05;-; 
0202075;Niemcza - obszar wiejski (5);przeciętna liczba izb w 1 mieszkaniu;2022;3,99;-; 
0202075;Niemcza - obszar wiejski (5);przeciętna liczba osób na 1 mieszkanie;2015;2,9;-; 
0202075;Niemcza - obszar wiejski (5);przeciętna liczba osób na 1 mieszkanie;2022;2,6;-; 
0202075;Niemcza - obszar wiejski (5);przeciętna liczba osób na 1 izbę;2015;0,72;-; 
0202075;Niemcza - obszar wiejski (5);przeciętna liczba osób na 1 izbę;2022;0,65;-; 
0203011;Głogów (1);przeciętna powierzchnia użytkowa 1 mieszkania;2015;58,2;m2; 
0203011;Głogów (1);przeciętna powierzchnia użytkowa 1 mieszkania;2022;58,7;m2; 
0203011;Głogów (1);przeciętna powierzchnia użytkowa mieszkania na 1 osobę;2015;21,8;m2; 
0203011;Głogów (1);przeciętna powierzchnia użytkowa mieszkania na 1 osobę;2022;25,4;m2; 
0203011;Głogów (1);mieszkania na 1000 mieszkańców;2015;374,4;-; 
0203011;Głogów (1);mieszkania na 1000 mieszkańców;2022;432,4;-; 
0203011;Głogów (1);przeciętna liczba izb w 1 mieszkaniu;2015;3,55;-; 
0203011;Głogów (1);przeciętna liczba izb w 1 mieszkaniu;2022;3,48;-; 
0203011;Głogów (1);przeciętna liczba osób na 1 mieszkanie;2015;2,67;-; 
0203011;Głogów (1);przeciętna liczba osób na 1 mieszkanie;2022;2,31;-; 
0203011;Głogów (1);przeciętna liczba osób na 1 izbę;2015;0,75;-; 
0203011;Głogów (1);przeciętna liczba osób na 1 izbę;2022;0,67;-; 
0203022;Głogów (2);przeciętna powierzchnia użytkowa 1 mieszkania;2015;100,4;m2; 
0203022;Głogów (2);przeciętna powierzchnia użytkowa 1 mieszkania;2022;106,9;m2; 
0203022;Głogów (2);przeciętna powierzchnia użytkowa mieszkania na 1 osobę;2015;30,9;m2; 
0203022;Głogów (2);przeciętna powierzchnia użytkowa mieszkania na 1 osobę;2022;35,7;m2; 
0203022;Głogów (2);mieszkania na 1000 mieszkańców;2015;307,4;-; 
0203022;Głogów (2);mieszkania na 1000 mieszkańców;2022;334,2;-; 
0203022;Głogów (2);przeciętna liczba izb w 1 mieszkaniu;2015;4,76;-; 
0203022;Głogów (2);przeciętna liczba izb w 1 mieszkaniu;2022;4,84;-; 
0203022;Głogów (2);przeciętna liczba osób na 1 mieszkanie;2015;3,25;-; 
0203022;Głogów (2);przeciętna liczba osób na 1 mieszkanie;2022;2,99;-; 
0203022;Głogów (2);przeciętna liczba osób na 1 izbę;2015;0,68;-; 
0203022;Głogów (2);przeciętna liczba osób na 1 izbę;2022;0,62;-; 
0203032;Jerzmanowa (2);przeciętna powierzchnia użytkowa 1 mieszkania;2015;109,5;m2; 
0203032;Jerzmanowa (2);przeciętna powierzchnia użytkowa 1 mieszkania;2022;117,6;m2; 
0203032;Jerzmanowa (2);przeciętna powierzchnia użytkowa mieszkania na 1 osobę;2015;32,8;m2; 
0203032;Jerzmanowa (2);przeciętna powierzchnia użytkowa mieszkania na 1 osobę;2022;37,2;m2; 
0203032;Jerzmanowa (2);mieszkania na 1000 mieszkańców;2015;299,8;-; 
0203032;Jerzmanowa (2);mieszkania na 1000 mieszkańców;2022;316,7;-; 
0203032;Jerzmanowa (2);przeciętna liczba izb w 1 mieszkaniu;2015;4,93;-; 
0203032;Jerzmanowa (2);przeciętna liczba izb w 1 mieszkaniu;2022;5,12;-; 
0203032;Jerzmanowa (2);przeciętna liczba osób na 1 mieszkanie;2015;3,34;-; 
0203032;Jerzmanowa (2);przeciętna liczba osób na 1 mieszkanie;2022;3,16;-; 
0203032;Jerzmanowa (2);przeciętna liczba osób na 1 izbę;2015;0,68;-; 
0203032;Jerzmanowa (2);przeciętna liczba osób na 1 izbę;2022;0,62;-; 
0203042;Kotla (2);przeciętna powierzchnia użytkowa 1 mieszkania;2015;86,5;m2; 
0203042;Kotla (2);przeciętna powierzchnia użytkowa 1 mieszkania;2022;91,2;m2; 
0203042;Kotla (2);przeciętna powierzchnia użytkowa mieszkania na 1 osobę;2015;24,9;m2; 
0203042;Kotla (2);przeciętna powierzchnia użytkowa mieszkania na 1 osobę;2022;29,5;m2; 
0203042;Kotla (2);mieszkania na 1000 mieszkańców;2015;288,1;-; 
0203042;Kotla (2);mieszkania na 1000 mieszkańców;2022;323,1;-; 
0203042;Kotla (2);przeciętna liczba izb w 1 mieszkaniu;2015;4,3;-; 
0203042;Kotla (2);przeciętna liczba izb w 1 mieszkaniu;2022;4,42;-; 
0203042;Kotla (2);przeciętna liczba osób na 1 mieszkanie;2015;3,47;-; 
0203042;Kotla (2);przeciętna liczba osób na 1 mieszkanie;2022;3,1;-; 
0203042;Kotla (2);przeciętna liczba osób na 1 izbę;2015;0,81;-; 
0203042;Kotla (2);przeciętna liczba osób na 1 izbę;2022;0,7;-; 
0203052;Pęcław (2);przeciętna powierzchnia użytkowa 1 mieszkania;2015;74,9;m2; 
